Texto,Sesgo,Texto_preprocesado,Texto_token,Sin_palabras_vacias,Texto_stemmed_PS,Text_stemmed_SS,Texto_lemma
las manualidades no son para los chicos.,1,las manualidades no son para los chicos,"['las', 'manualidades', 'no', 'son', 'para', 'los', 'chicos']","['manualidades', 'chicos']","['manualidad', 'chico']","['manual', 'chic']","['manualidades', 'chico']"
esos taquitos al pastor me están destrozando el estomago peor que tus engaños,0,esos taquitos al pastor me están destrozando el estomago peor que tus engaños,"['esos', 'taquitos', 'al', 'pastor', 'me', 'están', 'destrozando', 'el', 'estomago', 'peor', 'que', 'tus', 'engaños']","['taquitos', 'pastor', 'destrozando', 'estomago', 'peor', 'engaños']","['taquito', 'pastor', 'destrozando', 'estomago', 'peor', 'engaño']","['taquit', 'pastor', 'destroz', 'estomag', 'peor', 'engañ']","['taquitos', 'pastor', 'destrozando', 'estomago', 'peor', 'engaños']"
así nunca vas a conseguir marido,1,así nunca vas a conseguir marido,"['así', 'nunca', 'vas', 'a', 'conseguir', 'marido']","['así', 'nunca', 'vas', 'conseguir', 'marido']","['así', 'nunca', 'va', 'conseguir', 'marido']","['asi', 'nunc', 'vas', 'consegu', 'mar']","['así', 'nunca', 'va', 'conseguir', 'marido']"
"@juanjok mira q me gustaría, juan, hablar contigo con emoticonos, pero está visto que ntros móviles no son compatibles! ",0, mira q me gustaría juan hablar contigo con emoticonos pero está visto que ntros móviles no son compatibles ,"['mira', 'q', 'me', 'gustaría', 'juan', 'hablar', 'contigo', 'con', 'emoticonos', 'pero', 'está', 'visto', 'que', 'ntros', 'móviles', 'no', 'son', 'compatibles']","['mira', 'q', 'gustaría', 'juan', 'hablar', 'contigo', 'emoticonos', 'visto', 'ntros', 'móviles', 'compatibles']","['mira', 'q', 'gustaría', 'juan', 'hablar', 'contigo', 'emoticono', 'visto', 'ntro', 'móvile', 'compat']","['mir', 'q', 'gust', 'juan', 'habl', 'contig', 'emoticon', 'vist', 'ntros', 'movil', 'compat']","['mira', 'q', 'gustaría', 'juan', 'hablar', 'contigo', 'emoticonos', 'visto', 'ntros', 'móviles', 'compatibles']"
ser mamá es lo más lindo de ser mujer.,1,ser mamá es lo más lindo de ser mujer,"['ser', 'mamá', 'es', 'lo', 'más', 'lindo', 'de', 'ser', 'mujer']","['ser', 'mamá', 'lindo', 'ser', 'mujer']","['ser', 'mamá', 'lindo', 'ser', 'mujer']","['ser', 'mam', 'lind', 'ser', 'muj']","['ser', 'mamá', 'lindo', 'ser', 'mujer']"
acabo de etiquetar a mi tía en una cosa. soy más allá de mi propia tía. soy la tía de las tías.,1,acabo de etiquetar a mi tía en una cosa soy más allá de mi propia tía soy la tía de las tías,"['acabo', 'de', 'etiquetar', 'a', 'mi', 'tía', 'en', 'una', 'cosa', 'soy', 'más', 'allá', 'de', 'mi', 'propia', 'tía', 'soy', 'la', 'tía', 'de', 'las', 'tías']","['acabo', 'etiquetar', 'tía', 'cosa', 'allá', 'propia', 'tía', 'tía', 'tías']","['acabo', 'etiquetar', 'tía', 'cosa', 'allá', 'propia', 'tía', 'tía', 'tía']","['acab', 'etiquet', 'tia', 'cos', 'alla', 'propi', 'tia', 'tia', 'tias']","['acabo', 'etiquetar', 'tía', 'cosa', 'allá', 'propia', 'tía', 'tía', 'tías']"
"—¿y la novia mijo? —el concepto de pareja es arcaico y reduccionista, pienso que la mujer debe tener libertad para pod —nadie te pela —no",1,—¿y la novia mijo —el concepto de pareja es arcaico y reduccionista pienso que la mujer debe tener libertad para pod —nadie te pela —no,"['y', 'la', 'novia', 'mijo', 'el', 'concepto', 'de', 'pareja', 'es', 'arcaico', 'y', 'reduccionista', 'pienso', 'que', 'la', 'mujer', 'debe', 'tener', 'libertad', 'para', 'pod', 'nadie', 'te', 'pela', 'no']","['novia', 'mijo', 'concepto', 'pareja', 'arcaico', 'reduccionista', 'pienso', 'mujer', 'debe', 'tener', 'libertad', 'pod', 'nadie', 'pela']","['novia', 'mijo', 'concepto', 'pareja', 'arcaico', 'reduccionista', 'pienso', 'mujer', 'debe', 'tener', 'libertad', 'pod', 'nadi', 'pela']","['novi', 'mij', 'concept', 'parej', 'arcaic', 'reduccion', 'piens', 'muj', 'deb', 'ten', 'libert', 'pod', 'nadi', 'pel']","['novia', 'mijo', 'concepto', 'pareja', 'arcaico', 'reduccionista', 'pienso', 'mujer', 'debe', 'tener', 'libertad', 'pod', 'nadie', 'pela']"
siempre las mejores personas son las que más sufren  #getwellsoonselenafromspain,0,siempre las mejores personas son las que más sufren  ,"['siempre', 'las', 'mejores', 'personas', 'son', 'las', 'que', 'más', 'sufren']","['siempre', 'mejores', 'personas', 'sufren']","['siempr', 'mejor', 'persona', 'sufren']","['siempr', 'mejor', 'person', 'sufr']","['siempre', 'mejores', 'persona', 'sufren']"
"si me dieran cualquier deseo del mundo,solo pediría una sola cosa ... regresar el tiempo , tengo mis dudas sobre dios pero.. ayúdame!",0,si me dieran cualquier deseo del mundosolo pediría una sola cosa  regresar el tiempo  tengo mis dudas sobre dios pero ayúdame,"['si', 'me', 'dieran', 'cualquier', 'deseo', 'del', 'mundosolo', 'pediría', 'una', 'sola', 'cosa', 'regresar', 'el', 'tiempo', 'tengo', 'mis', 'dudas', 'sobre', 'dios', 'pero', 'ayúdame']","['si', 'dieran', 'cualquier', 'deseo', 'mundosolo', 'pediría', 'sola', 'cosa', 'regresar', 'tiempo', 'dudas', 'dios', 'ayúdame']","['si', 'dieran', 'cualquier', 'deseo', 'mundosolo', 'pediría', 'sola', 'cosa', 'regresar', 'tiempo', 'duda', 'dio', 'ayúdam']","['si', 'dier', 'cualqui', 'dese', 'mundosol', 'ped', 'sol', 'cos', 'regres', 'tiemp', 'dud', 'dios', 'ayudam']","['si', 'dieran', 'cualquier', 'deseo', 'mundosolo', 'pediría', 'sola', 'cosa', 'regresar', 'tiempo', 'dudas', 'dios', 'ayúdame']"
hoy un señor en el súper me dijo señora. tengo dos teorías: es un pendejo porque agarro mi carrito en vez del suyo o real me veo vieja,1,hoy un señor en el súper me dijo señora tengo dos teorías es un pendejo porque agarro mi carrito en vez del suyo o real me veo vieja,"['hoy', 'un', 'señor', 'en', 'el', 'súper', 'me', 'dijo', 'señora', 'tengo', 'dos', 'teorías', 'es', 'un', 'pendejo', 'porque', 'agarro', 'mi', 'carrito', 'en', 'vez', 'del', 'suyo', 'o', 'real', 'me', 'veo', 'vieja']","['hoy', 'señor', 'súper', 'dijo', 'señora', 'dos', 'teorías', 'pendejo', 'agarro', 'carrito', 'vez', 'real', 'veo', 'vieja']","['hoy', 'señor', 'súper', 'dijo', 'señora', 'do', 'teoría', 'pendejo', 'agarro', 'carrito', 'vez', 'real', 'veo', 'vieja']","['hoy', 'señor', 'sup', 'dij', 'señor', 'dos', 'teor', 'pendej', 'agarr', 'carrit', 'vez', 'real', 'veo', 'viej']","['hoy', 'señor', 'súper', 'dijo', 'señora', 'do', 'teorías', 'pendejo', 'agarro', 'carrito', 'vez', 'real', 'veo', 'vieja']"
"@deba12334 por qué siempre en las finales los hacen los domingos y todos al siguiente día trabajan, van a la escuela y no se pueden",0, por qué siempre en las finales los hacen los domingos y todos al siguiente día trabajan van a la escuela y no se pueden,"['por', 'qué', 'siempre', 'en', 'las', 'finales', 'los', 'hacen', 'los', 'domingos', 'y', 'todos', 'al', 'siguiente', 'día', 'trabajan', 'van', 'a', 'la', 'escuela', 'y', 'no', 'se', 'pueden']","['siempre', 'finales', 'hacen', 'domingos', 'siguiente', 'día', 'trabajan', 'van', 'escuela', 'pueden']","['siempr', 'final', 'hacen', 'domingo', 'siguient', 'día', 'trabajan', 'van', 'escuela', 'pueden']","['siempr', 'final', 'hac', 'doming', 'siguient', 'dia', 'trabaj', 'van', 'escuel', 'pued']","['siempre', 'finale', 'hacen', 'domingo', 'siguiente', 'día', 'trabajan', 'van', 'escuela', 'pueden']"
"las rubias son tontas, los rubios son guapos.",1,las rubias son tontas los rubios son guapos,"['las', 'rubias', 'son', 'tontas', 'los', 'rubios', 'son', 'guapos']","['rubias', 'tontas', 'rubios', 'guapos']","['rubia', 'tonta', 'rubio', 'guapo']","['rubi', 'tont', 'rubi', 'guap']","['rubia', 'tontas', 'rubios', 'guapos']"
"@sayiruiz es que el mío dice editar perfil. :v jaja, no sólo se cambia el nombre... no el username, ya mejor me espero a estar en pc",0, es que el mío dice editar perfil v jaja no sólo se cambia el nombre no el username ya mejor me espero a estar en pc,"['es', 'que', 'el', 'mío', 'dice', 'editar', 'perfil', 'v', 'jaja', 'no', 'sólo', 'se', 'cambia', 'el', 'nombre', 'no', 'el', 'username', 'ya', 'mejor', 'me', 'espero', 'a', 'estar', 'en', 'pc']","['dice', 'editar', 'perfil', 'v', 'jaja', 'sólo', 'cambia', 'nombre', 'username', 'mejor', 'espero', 'pc']","['dice', 'editar', 'perfil', 'v', 'jaja', 'sólo', 'cambia', 'nombr', 'usernam', 'mejor', 'espero', 'pc']","['dic', 'edit', 'perfil', 'v', 'jaj', 'sol', 'cambi', 'nombr', 'usernam', 'mejor', 'esper', 'pc']","['dice', 'editar', 'perfil', 'v', 'jaja', 'sólo', 'cambium', 'nombre', 'username', 'mejor', 'espero', 'pc']"
@virsnroses cuando estén los 20 contactados y aprobados se publicará el listado en nuestra web ,0, cuando estén los  contactados y aprobados se publicará el listado en nuestra web ,"['cuando', 'estén', 'los', 'contactados', 'y', 'aprobados', 'se', 'publicará', 'el', 'listado', 'en', 'nuestra', 'web']","['contactados', 'aprobados', 'publicará', 'listado', 'web']","['contactado', 'aprobado', 'publicará', 'listado', 'web']","['contact', 'aprob', 'public', 'list', 'web']","['contactados', 'aprobados', 'publicará', 'listado', 'web']"
k desesperante es hablar con alguien que tarda mucho en contestar,0,k desesperante es hablar con alguien que tarda mucho en contestar,"['k', 'desesperante', 'es', 'hablar', 'con', 'alguien', 'que', 'tarda', 'mucho', 'en', 'contestar']","['k', 'desesperante', 'hablar', 'alguien', 'tarda', 'contestar']","['k', 'desesperant', 'hablar', 'alguien', 'tarda', 'contestar']","['k', 'desesper', 'habl', 'algui', 'tard', 'contest']","['k', 'desesperante', 'hablar', 'alguien', 'tarda', 'contestar']"
@sergiosmiles mirate d gray-man desde cero puta ,1, mirate d grayman desde cero puta ,"['mirate', 'd', 'grayman', 'desde', 'cero', 'puta']","['mirate', 'd', 'grayman', 'cero', 'puta']","['mirat', 'd', 'grayman', 'cero', 'puta']","['mirat', 'd', 'graym', 'cer', 'put']","['mirate', 'd', 'grayman', 'cero', 'puta']"
"primer día de adaptación, superado! #esllaut  @avcanpastilla https://t.co/z2zbxcn6vv",0,primer día de adaptación superado    ,"['primer', 'día', 'de', 'adaptación', 'superado']","['primer', 'día', 'adaptación', 'superado']","['primer', 'día', 'adaptación', 'superado']","['prim', 'dia', 'adapt', 'super']","['primer', 'día', 'adaptación', 'superado']"
@sr_zeta hola vengo de intagram  en verdad ya te seguia pero hola igualmente,0, hola vengo de intagram  en verdad ya te seguia pero hola igualmente,"['hola', 'vengo', 'de', 'intagram', 'en', 'verdad', 'ya', 'te', 'seguia', 'pero', 'hola', 'igualmente']","['hola', 'vengo', 'intagram', 'verdad', 'seguia', 'hola', 'igualmente']","['hola', 'vengo', 'intagram', 'verdad', 'seguia', 'hola', 'igualment']","['hol', 'veng', 'intagram', 'verd', 'segui', 'hol', 'igual']","['hola', 'vengo', 'intagram', 'verdad', 'seguia', 'hola', 'igualmente']"
"@assenethsoto no es eso amor, es que yo no iba contigo pues por eso no está padre el avión... jajaja... te amo , ya regresate",0, no es eso amor es que yo no iba contigo pues por eso no está padre el avión jajaja te amo  ya regresate,"['no', 'es', 'eso', 'amor', 'es', 'que', 'yo', 'no', 'iba', 'contigo', 'pues', 'por', 'eso', 'no', 'está', 'padre', 'el', 'avión', 'jajaja', 'te', 'amo', 'ya', 'regresate']","['amor', 'iba', 'contigo', 'pues', 'padre', 'avión', 'jajaja', 'amo', 'regresate']","['amor', 'iba', 'contigo', 'pue', 'padr', 'avión', 'jajaja', 'amo', 'regres']","['amor', 'iba', 'contig', 'pues', 'padr', 'avion', 'jajaj', 'amo', 'regresat']","['amor', 'iba', 'contigo', 'pues', 'padre', 'avión', 'jajaja', 'amo', 'regresate']"
@michellecrecida y las galletas? buenos días michelle ,1, y las galletas buenos días michelle ,"['y', 'las', 'galletas', 'buenos', 'días', 'michelle']","['galletas', 'buenos', 'días', 'michelle']","['galleta', 'bueno', 'día', 'michel']","['gallet', 'buen', 'dias', 'michell']","['galletas', 'buenos', 'días', 'michelle']"
"@reivajcorrado @_jesuismarc alguien sabrá, alguien en ese extraño lugar que es el futuro. esto es una empresa para la humanidad ",0,  alguien sabrá alguien en ese extraño lugar que es el futuro esto es una empresa para la humanidad ,"['alguien', 'sabrá', 'alguien', 'en', 'ese', 'extraño', 'lugar', 'que', 'es', 'el', 'futuro', 'esto', 'es', 'una', 'empresa', 'para', 'la', 'humanidad']","['alguien', 'sabrá', 'alguien', 'extraño', 'lugar', 'futuro', 'empresa', 'humanidad']","['alguien', 'sabrá', 'alguien', 'extraño', 'lugar', 'futuro', 'empresa', 'humanidad']","['algui', 'sabr', 'algui', 'extrañ', 'lug', 'futur', 'empres', 'human']","['alguien', 'sabrá', 'alguien', 'extraño', 'lugar', 'futuro', 'empresa', 'humanidad']"
"no hagan caso de nada de lo que diga brenda, está tomando tkt roja desde la 1 pm y budweiser desde las 6pm atte. sonia.",1,no hagan caso de nada de lo que diga brenda está tomando tkt roja desde la  pm y budweiser desde las pm atte sonia,"['no', 'hagan', 'caso', 'de', 'nada', 'de', 'lo', 'que', 'diga', 'brenda', 'está', 'tomando', 'tkt', 'roja', 'desde', 'la', 'pm', 'y', 'budweiser', 'desde', 'las', 'pm', 'atte', 'sonia']","['hagan', 'caso', 'diga', 'brenda', 'tomando', 'tkt', 'roja', 'pm', 'budweiser', 'pm', 'atte', 'sonia']","['hagan', 'caso', 'diga', 'brenda', 'tomando', 'tkt', 'roja', 'pm', 'budweis', 'pm', 'att', 'sonia']","['hag', 'cas', 'dig', 'brend', 'tom', 'tkt', 'roj', 'pm', 'budweis', 'pm', 'atte', 'soni']","['hagan', 'caso', 'diga', 'brenda', 'tomando', 'tkt', 'roja', 'pm', 'budweiser', 'pm', 'atte', 'sonia']"
"@neodonnadie de sobra, si solo somos 3 dime tu id y ya te agrego ",0, de sobra si solo somos  dime tu id y ya te agrego ,"['de', 'sobra', 'si', 'solo', 'somos', 'dime', 'tu', 'id', 'y', 'ya', 'te', 'agrego']","['sobra', 'si', 'solo', 'dime', 'id', 'agrego']","['sobra', 'si', 'solo', 'dime', 'id', 'agrego']","['sobr', 'si', 'sol', 'dim', 'id', 'agreg']","['sobra', 'si', 'solo', 'dime', 'id', 'agrego']"
y lo que se sabe no se preguntan para el dolor de muchos no soy pita soy scort  no cobro dos lochas ni doy culo gratis como muchos.,1,y lo que se sabe no se preguntan para el dolor de muchos no soy pita soy scort  no cobro dos lochas ni doy culo gratis como muchos,"['y', 'lo', 'que', 'se', 'sabe', 'no', 'se', 'preguntan', 'para', 'el', 'dolor', 'de', 'muchos', 'no', 'soy', 'pita', 'soy', 'scort', 'no', 'cobro', 'dos', 'lochas', 'ni', 'doy', 'culo', 'gratis', 'como', 'muchos']","['sabe', 'preguntan', 'dolor', 'pita', 'scort', 'cobro', 'dos', 'lochas', 'doy', 'culo', 'gratis']","['sabe', 'preguntan', 'dolor', 'pita', 'scort', 'cobro', 'do', 'locha', 'doy', 'culo', 'grati']","['sab', 'pregunt', 'dolor', 'pit', 'scort', 'cobr', 'dos', 'loch', 'doy', 'cul', 'gratis']","['sabe', 'preguntan', 'dolor', 'pita', 'scort', 'cobro', 'do', 'lochas', 'doy', 'culo', 'gratis']"
me llenas de notificaciones @sergecast jajaja #laschichisdefichis,1,me llenas de notificaciones  jajaja ,"['me', 'llenas', 'de', 'notificaciones', 'jajaja']","['llenas', 'notificaciones', 'jajaja']","['llena', 'notificacion', 'jajaja']","['llen', 'notif', 'jajaj']","['llenas', 'notificaciones', 'jajaja']"
las niñas sondelicadas.,1,las niñas sondelicadas,"['las', 'niñas', 'sondelicadas']","['niñas', 'sondelicadas']","['niña', 'sondelicada']","['niñ', 'sondelic']","['niñas', 'sondelicadas']"
"@lukasamico @frankpornolover jaja, no lo se pero como no vivo de eso, tengo el privilegio de decir lo que opinio  a ver si nos vemos !!!",1,  jaja no lo se pero como no vivo de eso tengo el privilegio de decir lo que opinio  a ver si nos vemos ,"['jaja', 'no', 'lo', 'se', 'pero', 'como', 'no', 'vivo', 'de', 'eso', 'tengo', 'el', 'privilegio', 'de', 'decir', 'lo', 'que', 'opinio', 'a', 'ver', 'si', 'nos', 'vemos']","['jaja', 'vivo', 'privilegio', 'decir', 'opinio', 'ver', 'si', 'vemos']","['jaja', 'vivo', 'privilegio', 'decir', 'opinio', 'ver', 'si', 'vemo']","['jaj', 'viv', 'privilegi', 'dec', 'opini', 'ver', 'si', 'vem']","['jaja', 'vivo', 'privilegio', 'decir', 'opinio', 'ver', 'si', 'vemos']"
wawwwww siempre encuentro la modelo perfecta amo mi pasion de diseñar #javiercarbajaldiseñador #cdmx #atelierjaviercarbajal,1,wa siempre encuentro la modelo perfecta amo mi pasion de diseñar   ,"['wa', 'siempre', 'encuentro', 'la', 'modelo', 'perfecta', 'amo', 'mi', 'pasion', 'de', 'diseñar']","['wa', 'siempre', 'encuentro', 'modelo', 'perfecta', 'amo', 'pasion', 'diseñar']","['wa', 'siempr', 'encuentro', 'modelo', 'perfecta', 'amo', 'pasion', 'diseñar']","['wa', 'siempr', 'encuentr', 'model', 'perfect', 'amo', 'pasion', 'diseñ']","['wa', 'siempre', 'encuentro', 'modelo', 'perfecta', 'amo', 'pasion', 'diseñar']"
tienes que jugar juegos de varones porque eres un niño.,1,tienes que jugar juegos de varones porque eres un niño,"['tienes', 'que', 'jugar', 'juegos', 'de', 'varones', 'porque', 'eres', 'un', 'niño']","['jugar', 'juegos', 'varones', 'niño']","['jugar', 'juego', 'varon', 'niño']","['jug', 'jueg', 'varon', 'niñ']","['jugar', 'juegos', 'varones', 'niño']"
"@hundredrooms @ohmyworld_es qué chulada! mola mucho el post, chicas! ",0,  qué chulada mola mucho el post chicas ,"['qué', 'chulada', 'mola', 'mucho', 'el', 'post', 'chicas']","['chulada', 'mola', 'post', 'chicas']","['chulada', 'mola', 'post', 'chica']","['chul', 'mol', 'post', 'chic']","['chulada', 'mola', 'post', 'chicas']"
"y pues... mis reyes ahora se distribuyen a lo largo del año mis iphones, mi apple watch, mis beats... ️️",0,y pues mis reyes ahora se distribuyen a lo largo del año mis iphones mi apple watch mis beats ️️,"['y', 'pues', 'mis', 'reyes', 'ahora', 'se', 'distribuyen', 'a', 'lo', 'largo', 'del', 'año', 'mis', 'iphones', 'mi', 'apple', 'watch', 'mis', 'beats']","['pues', 'reyes', 'ahora', 'distribuyen', 'largo', 'año', 'iphones', 'apple', 'watch', 'beats']","['pue', 'rey', 'ahora', 'distribuyen', 'largo', 'año', 'iphon', 'appl', 'watch', 'beat']","['pues', 'rey', 'ahor', 'distribu', 'larg', 'año', 'iphon', 'apple', 'watch', 'beats']","['pues', 'reyes', 'ahora', 'distribuyen', 'largo', 'año', 'iphones', 'apple', 'watch', 'beat']"
"aaahhhhggg noooo!!! esa frase no!!!! malditos hombres (frustración momentanea) sorry, no los odio... bueno no a todos!",1,aaahhhhggg noooo esa frase no malditos hombres frustración momentanea sorry no los odio bueno no a todos,"['aaahhhhggg', 'noooo', 'esa', 'frase', 'no', 'malditos', 'hombres', 'frustración', 'momentanea', 'sorry', 'no', 'los', 'odio', 'bueno', 'no', 'a', 'todos']","['aaahhhhggg', 'noooo', 'frase', 'malditos', 'hombres', 'frustración', 'momentanea', 'sorry', 'odio', 'bueno']","['aaahhhhggg', 'noooo', 'frase', 'maldito', 'hombr', 'frustración', 'momentanea', 'sorri', 'odio', 'bueno']","['aaahhhhggg', 'nooo', 'fras', 'maldit', 'hombr', 'frustracion', 'momentane', 'sorry', 'odi', 'buen']","['aaahhhhggg', 'noooo', 'frase', 'malditos', 'hombre', 'frustración', 'momentanea', 'sorry', 'odio', 'bueno']"
"—un café por favor. —el café, ¿lo va a querer solo? —no, sí quieres siéntate aquí a mi lado y me cuentas toda tu puta vida. — ay",1,—un café por favor —el café ¿lo va a querer solo —no sí quieres siéntate aquí a mi lado y me cuentas toda tu puta vida — ay,"['un', 'café', 'por', 'favor', 'el', 'café', 'lo', 'va', 'a', 'querer', 'solo', 'no', 'sí', 'quieres', 'siéntate', 'aquí', 'a', 'mi', 'lado', 'y', 'me', 'cuentas', 'toda', 'tu', 'puta', 'vida', 'ay']","['café', 'favor', 'café', 'va', 'querer', 'solo', 'quieres', 'siéntate', 'aquí', 'lado', 'cuentas', 'toda', 'puta', 'vida', 'ay']","['café', 'favor', 'café', 'va', 'querer', 'solo', 'quier', 'siéntat', 'aquí', 'lado', 'cuenta', 'toda', 'puta', 'vida', 'ay']","['caf', 'favor', 'caf', 'va', 'quer', 'sol', 'quier', 'sientat', 'aqu', 'lad', 'cuent', 'tod', 'put', 'vid', 'ay']","['café', 'favor', 'café', 'va', 'querer', 'solo', 'quieres', 'siéntate', 'aquí', 'lado', 'cuentas', 'toda', 'puta', 'vida', 'ay']"
