Texto_preprocesado,Sentimiento
Humilment sem fa estrany q  Vespre  hagi omès en la seva crònica de la desfilada de  a   les imatges de seients buits per denunciar la presó d presos polítics  i exiliatsAdrià Carrasco  FIL ,Positivo
VÍDEO  ¿A qué juega    ,Negativo
 La salut mental i el suïcidi són un tabú envoltat de prejudicis ignorància i pors   No lefecte contagi no està demostrat i els estudis apunten al contrari s’ha de parlar del suïcidi,Negativo
Toni Soleragitprop VIVIDOR MEDIOS hipersubvencionados TV3 90 facturación SU PRODUCTORA 201774 mill€  Accionista ARA 1⃣ Autocrítica 0 2⃣ CULPA OTROS absolutamente TODO A NO INDEPES ÚNICOS CULPABLES DIVISIÓN A INDEPES PODER ser COBARDES  ,Negativo
EN DIRECTE  Bayona  Lany 2011 va haver una proposició de llei per declarar la independència de Catalunya i no hi havia dictada cap mesura del Tribunal Constitucional   ,Positivo
RT  Aquest compte és fals i no pertany a Josep Antoni Lleida ,Negativo
De meu senyor  admiració absoluta per aquest home Jaime Pastor A donat a la punt exacte És això el seu nacionalisme excloent i la no plurinacionalitat  ,Positivo
PP PSOE i Cs demanen que es veti Puigdemont al Parlament Europeu per  pròfug   ,Neutral
Cada dia fins a l1 doctubre publicaré un dels vídeos on es mostra la violència de què vam ser víctimes només per voler exercir el dret a vot Començo per un dedicat a 2 en  liquidació pq recordeu fins arriba el seu cinisme i manipulació      ,Positivo
RT  Forn al Fiscal  Vostè fa un relat molt pel·liculero,Neutral
Declaro   Que no li reconec cap dret a l’Estat espanyol veí a denunciar investigar processar acusar enjudiciar i per tant tampoc condemnar o absoldre els legítims governants i representants polítics i socials  del poble de Catalunya,Positivo
RT  Per la llibertat de tots els pobles oprimits del món   ,Negativo
‍‍Sabem q el  és  x a formar persones sensibles i compromeses Xò a l’hora d’aterrar a la realitat dels centres no és tan fàcil trobar tempsespais  A la trobada  en parlarem amb JM del Pozo P Benejam i      ,Negativo
Capella ha criticat la forma en què han estat traslladats els presos independentistes tot i que ha celebrat que aquesta vegada  no hagin hagut de patir cap tipus de vexació ni improperi     ,Neutral
Migueli hi és per un tema de ‘vuitantisme’ però Rafa Márquez era força millor que ell ,Neutral
RT  No hi ha una cosa que es diu pròrroga i que no només serveix pel futbol sosiatas,Neutral
 JAJAJAJAJAJAJAJAJAJAJAJJAJAJAJA Però que cara més dura tenen tots,Negativo
Els desnonaments oberts  no només són contraris a la Llei processal espanyola  violen diferents drets humans continguts a la Constitució  dret a la tutela judicial efectiva dret a la intimitat personal i familiar   dret a la inviolabilitat del domicili  ,Negativo
 Sinformessiu de veritat la gent no estaria tan emprenyada Total no et van deixar treballar A nosaltres no ens deixen votar ens empresonen ens silencien etc I els mitjans com TVE en són còmplices,Negativo
RT   exigeix  labsolució  Al Suprem ja tremolen,Negativo
Molt bon dia tingui sr  Sóc vingut a dirli que un referèndum dautodeterminació consta de dues respostes el SÍ que vol dir INDEPENDÈNCIA i el NO que vol dir AUTONOMISME Res que deixi de dir tonteries i marxi ja Gràcies,Negativo
 La forma en que Marchena tracta els advocats és exactament la mateixa amb la que Espanya tracta Catalunya  vd dirá y hará lo que yo espero que diga o haga ,Positivo
Guaidó denuncia que funcionaris del Govern veneçolà es senten  segrestats  per la dictadura ,Neutral
Jo metge no soc però diria que si a una persona li  patean la cabeza  mínim un dia de baixa si que agafa Uns diuen que cap piolín va agafar la baixa i el majordom que vam patejar caps   ,Positivo
Ho han tornat a fer En Pérez de los Cobos tb ha dit que la reunió amb el President  per vetllar per la seguretat de la ciutadania l’  va ser KAFKIANA Citen sense haver llegit o entès Kafka Ells sí formen part de la justícia impossible de Der Process,Positivo
    Sí podría decirse así super secta ,Negativo
Ho entenc perquè jo també hi vaig ser però si cal haurem de votar i votar i votar Empenyats però sense defallir ,Positivo
Estupefacció a lOrganització Mundial Contra la Tortura en veure Vox al judici de l1O     via ,Neutral
Però què diu Impresentable Irene Lozano   ,Positivo
Entrevista a   ‘El sistema judicial espanyol és venjatiu i actua amb una motivació política i hi ha una persecució política ‘Espanya ha de decidir si entra al segle XXI com una democràcia o com un estat franquista  I Per  ,Positivo
   Els abstencionistes que dius tu som el que vàrem considerar que allò era  no tenia garanties democràtiques i teníem decidit no votar no ser  tonto útil  per una causa independentista que portaria Catalunya a labisme,Negativo
Avui recordem lentrada de les tropes borbòniques a  i lincendi de la ciutat El feixisme ens empresona No oblidem no defallirem   ,Positivo
El sistema ha declarat la guerra a la vida ignorant de forma deliberada lecodependència i la interdependència Hem de posar les persones i les cures en el centre garantir els drets de totes pel sol  fet d’existir  XRBarcelona amb la  i amb el bloc ecofeminista ,Negativo
RT  Un unionista empeny un home amb estelada i cau a sobre una dona que queda inconscient a  ,Positivo
RT  Potser estaria bé recordar el nom d’aquests covards ,Negativo
   Vostès van del bracet de Cs i PP quan es tracta de tombar les nostres propostes fiscals Des de que ERC porta Economia ha estat impossible modificar els impostos als rics Han aconseguit que MasColell i Montoro els passin per lesquerra  ,Negativo
Això de fer coses PER PRIMER COP quan ja estàs acabant el quart any de mandat no lo sé Rick parece falso ,Negativo
La dona amb el llaç groc al costat del president  és la diputada  dEn Marche partit den Macron i possible aliat de  a les europees  ,Negativo
     ,Positivo
221 nits sense vosaltres   Ara a alguns per electoralisme els sobra la presó preventiva A mi em sobra la presó perquè no heu comès cap delicte Les urnes no son delicte en democràcia mai A Espanya sí    ,Positivo
 Home vostè tampoc pot presumir danar amb la veritat pel devant,Negativo
“Perdó” De què D’uns “exilats” que no són més que una colla de covards que viuen en el luxe per falta de la dignitat de defensar els seus ideals Per uns ferits sovint tan falsos com carnaval I presos sí alguns no ho haurien de ser abans del judici Però han fet molt de mal ,Negativo
De la constitució a la restitucióprou mentides prou violència policial  prou austeritat  prou simbolisme  prou concerts  prou trinxar el territori  prou privatitzar    Lúnic govern efectiu el poble ,Positivo
Et recordo que el Projecte de Pressupostos de lEstat per al 2019 incloïa una inversió per a Catalunya de 2251000 deuros fet que suposava un augment del 67 respecte als comptes de 2018  Et recordo que vas votar en contra al costat de les dretes espanyola i catalana ,Negativo
 Oriol Junqueras  Res del que hem fet no és delicte Votar un referèndum no és delicte Treballar per la independència no és delicte   Escolta aquí els punts clau de la declaració del líder republicà    ,Positivo
Ja saps  que  A juliol del 2018 el temps mitjà d’espera per visita al especialista a Terrassa es de 147 dies mentre que a Catalunya es de 86 dies      ,Negativo
 ha dit que no té cap inconvenient a reunirse amb Arrimadas en ‘en una reunió formal’ sempre que ‘no vulgui fer un numeret’  Arrimadas ja ho ha rebutjat ,Positivo
Em pensava que era el dia danar morat no denamorats pfff i ara que faig amb tants porros,Negativo
La Crida Nacional per la República sotmet a votació dels seus adherits la possibilitat que Jordi Sànchez lideri la llista de JxCat a les eleccions generals Demà se sabran els resultats   ,Neutral
RT  Ja som aquí    ,Neutral
RT  No em pot dir que sigui culpa meva que la barana estigues rovellada  Si que es culpa seva ,Neutral
La importància de ser Frank i Els Jocs Florals de Canprosa encapçalen les nominacions als   ,Neutral
Es busquen traductors voluntaris per poder escampa la merda de judici per tot arreu     ,Positivo
Enhorabona   Treballadores i treballadors de l celebren cantant la nova derrota internacional de la injustícia espanyola la democràcia europea és així        ,Positivo
Colau amb aquesta nova regulació vol expulsar als empresaris emprenedors i artistes que han fet créixer Palo Alto Un cop més deixa de banda a la cultura i al disseny  Palo Alto se irá de Poblenou por la nueva regulación ,Negativo
 Ho pintes molt bonic però la realitat és que es creuen semi Déus i per això diuen tantes bestieses,Negativo
 Esperat que després vindrà Nuet,Negativo
Artur Mas “Que la cap de loposició al Parlament marxi a Madrid és coherent en una persona que concep la política catalana com un trampolí a l’espanyola”,Positivo
La Marta Rovira portava 10 mesos en silenci No se li acut millor manera de reaparèixer que demanant un referèndum verificable Ignorant i volent menystenir el Primer dOctubre  La política de la derrota,Positivo
Rivera elogia Arrimadas  És la dona més preparada i valenta de la política espanyola   ,Neutral
RT  ¿Órdago o farol Enric Hernàndez  ,Negativo
El decret diu exactament això Llavors una vegada lusuari accepti aquestes condicions de contractació com si fos un contracte únic l’usuari ja no haurà de tornar a ferho de nou i per tant tampoc haurà d’esperar 15 minuts els següents viatges ,Neutral
Es permet el miting de un partit feixista com Vox en el Parlament europeu i no el de Puigdemont  Si Europa ens mira ho déu estar fent mentre sen fot de nosaltres,Positivo
 El que magradaria es que tots aquests Països salinearan en el missatge de que  Espanya no és una democràcia  i punt,Positivo
L’anàlisi de la mani de Jusapol L’equiparició salarial és a Madrid on s’hi han de manifestar L’Operació Copèrnic és un insult a la democràcia que es permeti de fer Fora de Catalunya les forçés d’ocupació   ,Positivo
  Jorge Campos lhome que va denunciar el raper  i a membres d per una pancarta que lacusava de feixista salta a la política amb Actúa Baleares la marca blanca de VOX a les Illes  Per ,Positivo
Per a Pilar Rahola el PSC són “ells” i és una amença que puguin guanyar I PDCAT ERC Crida i Cunidospodemos “nosaltres” I ho diu sense rèplica ,Negativo
RT   La Generalitat limitará el precio de los alquileres en Catalunya ,Negativo
El futbol està bé perquè és un  cachondeo i pots deixar descansar el cervell una estona i opinar sense raonar Clar que només té gràcia si entens que és un divertimento aquí és on rau la gràcia Em pregunto si ser de dretes deu ser semblant perquè no està mal,Negativo
Mireu quina pancarta Lhem vist a lalçada del  de la Diagonal Elaboreu les vostres amb total   ,Positivo
Pancarta per la  i força  quan els jugadors de  i  salten al  per disputar  a pocs dies perquè comenci el       ,Neutral
    Per q us empasseu tots els fakes  ,Negativo
La gent s’encalla repetint impossibles A veure repetiu amb mi NO HI HAURÀ LLISTA UNITÀRIA a les espanyoles La CUP no hi va ERC ja ha dit que va sola i que amb Puigdemont ni morta Ho confirma el mateix assessor del President Puigdemont NO HI HAURÀ LLISTES UNITÀRIES ,Positivo
RT  Avui un editorial molt especial cara a demà ‘Crideu independència si és la independència allò que voleu’ ,Positivo
 L homenatge està molt bé però entre cargolades butifarrades i demés l agenda den Torra sembla la dun candidat del Barça de penya en penya,Negativo
  El Ministeri de Cultura demana a lAudiència Nacional que intervingui la SGAE  ,Neutral
